"Case Number","Incident Datetime","Incident ID","Incident Type Primary","Incident Description","Parent Incident Type","Hour of Day","Day of Week","Address","City","State","Location","Latitude","Longitude","Created At","updated_at","zip_code","neighborhood","Council District","Council District 2011","Census Tract","Census Block Group","Census Block","2010 Census Tract ","2010 Census Block Group","2010 Census Block","Police District","TRACTCE20","GEOID20_tract","GEOID20_blockgroup","GEOID20_block"
"25-2110681","2025 Jul 30 03:16:17 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","16","Wednesday","700 Block BROADWAY","Buffalo","NY","POINT (-78.844 42.892)","42.892","-78.844","2025 Jul 30 04:25:00 PM",,"14212","Broadway Fillmore","FILLMORE","FILLMORE","15","2","2000","15","2","2000","District C","001500","36029001500","360290015002","360290015002000"
"25-2110715","2025 Jul 30 03:52:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","15","Wednesday","100 Block SKILLEN ST","Buffalo","NY","POINT (-78.894 42.959)","42.959","-78.894","2025 Jul 30 03:53:42 PM",,"14207","Riverside","NORTH","NORTH","58.01","1","1013","58.01","1","1017","District D","005801","36029005801","360290058011","360290058011013"
"25-2110723","2025 Jul 30 03:56:41 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","15","Wednesday","700 Block AUBURN AV","Buffalo","NY","POINT (-78.872 42.919)","42.919","-78.872","2025 Jul 30 03:57:41 PM",,"14222","Elmwood Bidwell","ELLICOTT","DELAWARE","169","1","1004","169","1","1002","District D","016900","36029016900","360290169001","360290169001004"
"25-2111114","2025 Jul 30 04:00:00 PM",,"ROBBERY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Robbery","21","Wednesday","0 Block MATEJKO ST","Buffalo","NY","POINT (-78.812 42.873)","42.873","-78.812","2025 Jul 30 09:04:12 PM",,"14206","Kaisertown","LOVEJOY","LOVEJOY","167","3","3019","167","3","3025","District A","016700","36029016700","360290167003","360290167003019"
"25-2110739","2025 Jul 30 04:07:21 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","16","Wednesday","100 Block HAWLEY ST","Buffalo","NY","POINT (-78.89 42.931)","42.931","-78.89","2025 Jul 30 04:08:00 PM",,"14213","Upper West Side","DELAWARE","NORTH","171","5","5002","171","5","5002","District D","017100","36029017100","360290171005","360290171005002"
"25-2110788","2025 Jul 30 04:42:21 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","16","Wednesday","2800 Block BAILEY AV","Buffalo","NY","POINT (-78.813 42.931)","42.931","-78.813","2025 Jul 30 04:43:21 PM",,"14215","Kenfield","UNIVERSITY","UNIVERSITY","44.02","2","2004","44.02","2","2003","District E","004402","36029004402","360290044022","360290044022004"
"25-2150617","2025 Jul 30 05:00:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","14","Sunday","0 Block DAYS PK","Buffalo","NY","POINT (-78.881 42.899)","42.899","-78.881","2025 Aug 03 02:00:51 PM",,"14201","Allentown","FILLMORE","FILLMORE","68.02","2","2005","68","3","3006","District B","006802","36029006802","360290068022","360290068022005"
"25-2110830","2025 Jul 30 05:12:30 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","17","Wednesday","2600 Block DELAWARE AV","Buffalo","NY","POINT (-78.874 42.955)","42.955","-78.874","2025 Jul 30 05:13:30 PM",,"14216","North Park","NORTH","NORTH","50","3","3005","50","3","3010","District D","005000","36029005000","360290050003","360290050003005"
"25-2110848","2025 Jul 30 05:24:13 PM",,"ROBBERY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Robbery","17","Wednesday","1800 Block HERTEL AV","Buffalo","NY","POINT (-78.839 42.947)","42.947","-78.839","2025 Jul 30 05:25:13 PM",,"14214","Central Park","DELAWARE","DELAWARE","45","5","5002","45","5","5002","District D","004500","36029004500","360290045005","360290045005002"
"25-2110856","2025 Jul 30 05:27:07 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","17","Wednesday","200 Block STEVENSON ST","Buffalo","NY","POINT (-78.815 42.858)","42.858","-78.815","2025 Jul 30 05:28:07 PM",,"14210","Seneca-Cazenovia","SOUTH","SOUTH","10","4","4000","10","4","4000","District A","001000","36029001000","360290010004","360290010004000"
"25-2110885","2025 Jul 30 05:49:26 PM",,"ROBBERY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Robbery","17","Wednesday","LOMBARD ST & KENT ST","Buffalo","NY","POINT (-78.837 42.892)","42.892","-78.837","2025 Jul 30 05:50:26 PM",,"14212","Broadway Fillmore","FILLMORE","FILLMORE","16.02","1","1002","16","4","4002","District C","001602","36029001602","360290016021","360290016021002"
"25-2110959","2025 Jul 30 06:35:20 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","18","Wednesday","300 Block TRENTON AV","Buffalo","NY","POINT (-78.892 42.896)","42.896","-78.892","2025 Jul 30 06:36:20 PM",,"14201","Lower West Side","NIAGARA","ELLICOTT","71.03","2","2003","71.01","4","4003","District B","007103","36029007103","360290071032","360290071032003"
"25-2110966","2025 Jul 30 06:43:29 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","18","Wednesday","400 Block MASSACHUSETTS AV","Buffalo","NY","POINT (-78.887 42.913)","42.913","-78.887","2025 Jul 30 06:45:00 PM",,"14213","Elmwood Bryant","NIAGARA","NIAGARA","66.01","3","3006","66.01","3","3006","District B","006601","36029006601","360290066013","360290066013006"
"25-2111095","2025 Jul 30 08:42:00 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","20","Wednesday","100 Block SKILLEN ST","Buffalo","NY","POINT (-78.894 42.959)","42.959","-78.894","2025 Jul 30 08:43:14 PM",,"14207","Riverside","NORTH","NORTH","58.01","1","1013","58.01","1","1017","District D","005801","36029005801","360290058011","360290058011013"
"25-2120282","2025 Jul 30 09:00:00 PM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","8","Thursday","HAMBURG ST & SENECA ST","Buffalo","NY","POINT (-78.856 42.877)","42.877","-78.856","2025 Jul 31 08:00:00 AM",,"14204","Ellicott","ELLICOTT","FILLMORE","164","3","3018","164","4","4018","District A","016400","36029016400","360290164003","360290164003018"
"25-2120013","2025 Jul 30 09:00:00 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","0","Thursday","0 Block LARK ST","Buffalo","NY","POINT (-78.842 42.918)","42.918","-78.842","2025 Jul 31 12:15:21 AM",,"14211","Delavan Grider","MASTEN","MASTEN","34","3","3001","34","3","3001","District E","003400","36029003400","360290034003","360290034003001"
"25-2111130","2025 Jul 30 09:09:39 PM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","21","Wednesday","200 Block NIAGARA ST","Buffalo","NY","POINT (-78.882 42.89)","42.89","-78.882","2025 Jul 30 09:10:39 PM",,"14201","Lower West Side","FILLMORE","FILLMORE","71.02","1","1004","71.02","1","1006","District B","007102","36029007102","360290071021","360290071021004"
"25-2120375","2025 Jul 30 10:30:00 PM",,"RAPE","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Sexual Offense","10","Thursday","HOLLYWOOD AV & ABBOTT RD","Buffalo","NY","POINT (-78.808 42.839)","42.839","-78.808","2025 Jul 31 10:40:15 AM",,"14220","South Park","SOUTH","SOUTH","7","5","5006","7","5","5006","District A","000700","36029000700","360290007005","360290007005006"
"25-2111211","2025 Jul 30 10:34:25 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","22","Wednesday","1700 Block KENMORE AV","Buffalo","NY","POINT (-78.885 42.958)","42.958","-78.885","2025 Jul 30 10:35:25 PM",,"14216","West Hertel","NORTH","NORTH","56","1","1001","56","1","1003","District D","005600","36029005600","360290056001","360290056001001"
"25-2130374","2025 Jul 30 11:30:33 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","11","Friday","100 Block WAVERLY ST","Buffalo","NY","POINT (-78.858 42.917)","42.917","-78.858","2025 Aug 01 11:02:33 AM",,"14208","Masten Park","MASTEN","MASTEN","168.02","1","1008","168","3","3007","District E","016802","36029016802","360290168021","360290168021008"
"25-2170428","2025 Jul 31 12:00:48 AM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","11","Tuesday","0 Block RICKERT AV","Buffalo","NY","POINT (-78.841 42.919)","42.919","-78.841","2025 Aug 05 11:56:48 AM",,"14211","Delavan Grider","MASTEN","MASTEN","34","3","3001","34","3","3001","District E","003400","36029003400","360290034003","360290034003001"
"25-2120005","2025 Jul 31 12:02:54 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","0","Thursday","400 Block BROADWAY","Buffalo","NY","POINT (-78.857 42.891)","42.891","-78.857","2025 Jul 31 12:03:54 AM",,"14204","Pratt-Willert","ELLICOTT","ELLICOTT","25.02","2","2003","25.02","2","2014","District B","002502","36029002502","360290025022","360290025022003"
"25-2120038","2025 Jul 31 12:45:07 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","0","Thursday","1700 Block HERTEL AV","Buffalo","NY","POINT (-78.842 42.947)","42.947","-78.842","2025 Jul 31 12:46:07 AM",,"14214","Central Park","DELAWARE","DELAWARE","45","5","5004","45","5","5003","District D","004500","36029004500","360290045005","360290045005004"
